"Entity","Domain","Column_Count","Relationship_Count","Parent_Entity","Subtype_Count","Description"
"TIME_BAND_SCHEME","Other","5","2","","1","This entity defines a table for time banding, for example, MRA Table 1 for Maturity Method for Interest Rate Risk."
"TIME_BAND_SCHEME_PURPOSE_TYPE","Channel Management","2","1","","0","This minor entity describes the purpose of this scheme such as commodity risk time band and interest rate risk time band."
"TIME_BAND_TYPE","Other","2","1","","0","This minor entity describes whether this is a band or a zone. Relevant for Interest Rate Risk – MRA Table 2."
"TIME_PERIOD_TYPE","Reference Data","2","108","","0","This minor entity defines the code for a time period that is used in various places in the model. Values could be daily, weekly, monthly, and annually."
"TIME_ZONE","Other","3","8","","0","The time zone for particular locations around the world. Data may be simple or complex. Often, only an offset from Coordinated Universal Time (UTC) or Greenwich Mean Time (GMT) is recorded. Los Angeles' time zone would thus be shown as UTC-0800 (Coordinated Universal Time minus 8 hours). Honolulu, H"
"TIME_ZONE_AREA","Other","2","1","GEOGRAPHICAL_AREA","0","A time zone is a region of Earth that has adopted the same standard time, usually referred to as the local time. Most adjacent time zones are exactly one hour apart."
"TMY_DAY","Other","7","2","","0","A Typical Meteorological Year (TMY) attempts to provide a set of ""typical"" observation values for every day of the year, thereby factoring out extreme conditions.  A related method called ""Rank and Average"" (R&A) does something similar, with better retention of the extremes.  There are several well-"
"TMY_INTRADAY","Other","7","1","","0","This is the same as TMY, but allowing for smaller than daily intervals."
"TOOTH_STATUS_TYPE","Other","2","1","","0","Identifies the various statuses that can be associated with a tooth.  Examples: - To be extracted - Impacted - Missing"
"TOOTH_SURFACE_TYPE","Other","2","1","","0","Identifies the surfaces of a tooth.  Examples: - Buccal - Distal - Facial - Incisal - Lingual - Mesial - Occlusal"
"TOTAL_RATE_OF_RETURN_SWAP","Investment Management","0","0","CREDIT_DERIVATIVE_AGREEMENT","0","A total rate of return swap is a derivative that simulates the purchase of an instrument (e.g., note, bond, or equity) with 100% financing, which is typically floating rate.  For example, the protector receives the interest and principal and pays the bank a fixed stream; the protector takes on the r"
"TRADED_INVESTMENT_PRODUCT","Product Management","4","2","INVESTMENT_PRODUCT","0","This entity contains all investment products, such as securities, that are traded at OTC markets and/or stock exchanges. A security is a financial instrument (not cash or foreign exchange) that has a negotiable document backing it. This represents one financial instrument that is traded on one excha"
"TRADE_CANCEL_TYPE","Investment Management","2","1","","0","This conde indicates whether this trade is a new trade or a cancelation of an existing trade order.  Values per MiFID/MiFIR: - NEWT = new trade - CANC = cancelation of an existing trade."
"TRADE_EVENT_SETTLE_INSTRUCTION","Investment Management","17","10","","3","This entity contains only those instructions at the trade execution level."
"TRADE_EVENT_SETTLE_LOCATOR","Party Management","3","2","","0","This entity contains the contact and address information about the physical delivery location including the street address and phone numbers."
"TRADE_EVENT_SETTLE_PARTY","Party Management","6","3","","0","This entity identifies all the various parties related to this settlement instruction. These parties include: - Clearinghouse – the clearinghouse used for book deliveries. - Instruction originator – the person who originated or last updated this instruction information. - Destination agent or depart"
"TRADE_EXECUTION","Investment Management","30","7","INVESTMENT_PRODUCT_EVENT","0","This entity contains additional information about the execution of a trade where your firm is operationally involved as the buyer, the seller, or the agent to the trade. Settlements (the actual exchange of money and shares/units) for this trade execution are handled in another entity."
"TRADE_EXECUTION_OTC_POST-TRADE","Channel Management","2","2","","0","This entity associates the trade execution with the over-the-counter post-trade indicators per the MiFID field 63 requirements. There can be more than one type of indicator for each trade execution."
"TRADE_EXECUTION_STATUS_TYPE","Investment Management","2","1","","0","This entity has codes for the trade confirmation status such as:  Examples: - Issued - Confirmed - Not confirmed"
"TRADE_EXECUTION_WAIVER","Investment Management","2","2","","0","This entity associates the trade execution with the waiver type. There can be one or more waiver types for a given trade execution."
"TRADE_EXECUTION_WAIVER_TYPE","Investment Management","2","1","","0","This is a code that indicates whether the transaction was executed under a pretrade waiver. This field is only populated for the market side of a transaction executed under a waiver on a trading venue. This is MiFID field 61. Possible values include: For all instruments: - LRGS = large in scale  For"
"TRADE_METHOD_TYPE","Investment Management","2","1","","0","Counterparties have trade order confirmation transmission preferences including the following: - Swift - Email - Fax"
"TRADE_ORDER","Investment Management","47","17","INVESTMENT_PRODUCT_EVENT","0","This entity tracks all events related to investment trade orders. This includes all events related to the order including creating the order, modifying the order, filling the order, and canceling the order."
"TRADE_ORDER_BUY_SELL_TYPE","Investment Management","2","2","","0","This minor entity translates the code for the category of order into a description. This complies with MiFID field 62.  Examples: - Buy - Sell long - Sell short with no exemption - Sell short with exemption - Information not available"
"TRADE_ORDER_CLIENT_IDENTIFICATION_TYPE","Party Management","2","1","","0","This is a code required for orders per MiFID II requirements. For reporting purposes, it directs how the client is identified.  If the trade is DEA (see the Trade Order Direct Electronic Access Ind field) then the code of the DEA user is provided.  If the investor is a legal entity then the legal en"
"TRADE_ORDER_EVENT_TYPE","Investment Management","2","1","","0","This classifies the trade order event as either a new order, an order modification, a cancelation, a rejection, partial fill or fill exception. The codes are per the MiFID II requirements. The code value would be one of the following for each event related to the order.  Examples: - NEWO = new order"
"TRADE_ORDER_INVESTMENT_DECIDER_TYPE","Investment Management","2","1","","0","This is a code for whether the investment decision was made by a person or by a model algorithm as required for MiFID II or by neither."
